"","DOMENICK.S.PIZZERIA","X1015.ALLERTON.AVENUE.BRONX.NY.10469","long","lat"
"1314","CIRCLE PIZZERIA","112 HUGH GRANT CIRCLE,BRONX NY,10472",-73.8610744,40.8324594
"1315","CIRCLE OF FUN","1607 UNIONPORT ROAD,BRONX NY,10462",-73.8632059,40.8408006
"1316","CIRCLE LINE XVII","0 WEST 42 STREET,MANHATTAN NY,10036",-73.980932,40.7534873
"1317","CIRCLE LINE XVI","0 WEST 42 STREET,MANHATTAN NY,10036",-73.980932,40.7534873
"1318","CIRCLE LINE XII","0 WEST 42 STREET,MANHATTAN NY,10036",-73.980932,40.7534873
"1319","CIRCLE LINE QUEENS","0 WEST 42 STREET,MANHATTAN NY,10036",-73.980932,40.7534873
"1320","CIRCLE LINE MANHATTAN","0 WEST 42 STREET,MANHATTAN NY,10036",-73.980932,40.7534873
"1321","CIRCLE LINE BROOKLYN","0 WEST 42 STREET,MANHATTAN NY,10036",-73.980932,40.7534873
"1322","CIRCLE IN THE SQUARE THEATRE","1633 BROADWAY,MANHATTAN NY,10019",-73.9846411,40.7621098
"1323","CIRCA TABAC","32 WATTS STREET,MANHATTAN NY,10013",-74.0043525,40.7236469
"1324","CIPURA","1901 EMMONS AVE,BROOKLYN NY,11235",-73.9491251,40.5838869
"1325","CIPRIANI DOWNTOWN RESTAURANT","376 WEST BROADWAY,MANHATTAN NY,10012",-74.002999,40.7235635
"1326","CIPRIANI DOLCI","0 GRAND CENTRAL TERMINAL,MANHATTAN NY,10017",-73.9772294,40.7527262
"1327","CIPRIANI CLUB 55","55 WALL STREET,MANHATTAN NY,10005",-74.0093213,40.7060794
"1328","CIPRIANI 42ND STREET","110 EAST   42 STREET,MANHATTAN NY,10017",-73.9771076,40.7515845
"1329","CIPRIANI","55 WALL STREET,MANHATTAN NY,10005",-74.0093213,40.7060794
"1330","CINNABON","200 BAYCHESTER AVE,BRONX NY,10475",-73.8276698,40.8638441
"1331","CINNABON","5174 KINGS PLAZA MALL,BROOKLYN NY,11234",-73.9210396,40.6103496
"1332","CINNABON","9015 QUEENS BOULEVARD,QUEENS NY,11373",-73.8705157,40.7344654
"1333","CINEMART CINEMAS","10605 METROPOLITAN AVENUE,QUEENS NY,11375",-73.8466768,40.7100684
"1334","CINEMA VILLAGE","22 EAST   12 STREET,MANHATTAN NY,10003",-73.9934326,40.7339557
"1335","CINEMA CAFE & BAR","505 3 AVENUE,MANHATTAN NY,10016",-73.9779696,40.7454765
"1336","CINDY RESTAURANT LUNCHEONETTE","1806 MC DONALD AVENUE,BROOKLYN NY,11223",-73.9732461,40.6086286
"1337","CINDERELLAS RESTAURANT","108 VICTORY BOULEVARD,STATEN ISLAND NY,10301",-74.0799075,40.6375086
"1338","CINCO DE MAYO RESTAURANT","1202 CORTELYOU ROAD,BROOKLYN NY,11218",-73.9668209,40.6398889
"1339","CINCO DE MAYO","4229 BELL BLVD,QUEENS NY,11361",-73.7698806,40.7619143
"1340","CINCO DE MAYO","837 WASHINGTON AVE,BRONX NY,10451",-73.9118986,40.822534
"1341","CIN CHINESE RESTAURANT","4181 BOWNE ST,QUEENS NY,11355",-73.8222572,40.7575275
"1342","CIMINNA CAFE","2224 HYLAN BLVD,STATEN ISLAND NY,10306",-74.1033838,40.5760758
"1343","CILANTRO","1321 1 AVENUE,MANHATTAN NY,10021",-73.9567925,40.7671155
"1344","CILANTRO","485 COLUMBUS AVENUE,MANHATTAN NY,10024",-73.9731453,40.784643
"1345","CIEN FUEGOS","95 AVENUE A,MANHATTAN NY,10009",-73.9841138,40.7256616
"1346","CIELO RISTORANTE","1435 HYLAN BOULEVARD,STATEN ISLAND NY,10305",-74.0871628,40.5934545
"1347","CIELO CAFE","14736 NORTHERN BLVD,QUEENS NY,11354",-73.8178539,40.7652542
"1348","CIELO AT THE MAYFAIR","242 WEST   49 STREET,MANHATTAN NY,10019",-73.9859588,40.7611761
"1349","CIELO","18 LITTLE WEST 12 STREET,MANHATTAN NY,10014",-74.0070218,40.7397342
"1350","CICCIO'S PIZZA","207 AVENUE U,BROOKLYN NY,11223",-73.9763349,40.5968459
"1351","CICCIO","190 6 AVENUE,MANHATTAN NY,10013",-74.0034569,40.7263288
"1352","CIBO MARKET","NKA JFK  INTERNATIONAL AIRPORT,QUEENS NY,11430",-73.7781391,40.6413111
"1353","CIBO MARKET","NKA JFK INTERNATIONAL AIRPORT,QUEENS NY,11430",-73.7781391,40.6413111
"1354","CIBO MARKET","000 JFK INTERNATIONAL LLC,QUEENS NY,11430",-73.7889689,40.6433507
"1355","CIBO MARKET","NKA LAGUARDIA AIRPORT TERMINAL C,QUEENS NY,11371",-73.87425,40.7766392
"1356","CIBO EXPRESS GOURMET MARKET","767 2 AVENUE,MANHATTAN NY,10017",-73.9729466,40.7494832
"1357","CIBO EXPRESS GOURMET MARKET","0 JFK INTERNATIONAL AIRPORT,QUEENS NY,11430",-73.7781391,40.6413111
"1358","CIBO EXPRESS GOURMET MARKET","0 JFK INTL. AIRPORT,QUEENS NY,11430",-73.7781391,40.6413111
"1359","CIBO EXPRESS GOURMET MARKET","0 LA GUARDIA AIRPORT,QUEENS NY,11369",-73.8739659,40.7769271
"1360","CIBO EXPRESS GOURMET MARKET","0 LAGUARDIA AIRPORT,QUEENS NY,11369",-73.8739659,40.7769271
"1361","CIBO EXPRESS GOURMET MARKET","4 LAGUARDIA AIRPORT,QUEENS NY,11369",-73.8739659,40.7769271
"1362","CIBO EXPRESS GOURMET MARKET","0 LAGUARDIA AIRPORT TERMINAL,QUEENS NY,11371",-73.8711577,40.7738263
"1363","CIBO EXPRESS","0 LAGUARDIA AIRPORT,QUEENS NY,11369",-73.8739659,40.7769271
"1364","CIBO EXPRESS","0 LAGUARDIA AIRPORT,QUEENS NY,11371",-73.8739659,40.7769271
"1365","CIBO EXPRESS","NKA LAGUARDIA AIRPORT TERMINAL C,QUEENS NY,11371",-73.87425,40.7766392
"1366","CIBO E VINO","2418 BROADWAY,MANHATTAN NY,10024",-73.9748699,40.7899815
"1367","CIBO  EXPRESS GOURMET MARKET","0 JFK AIRPORT,QUEENS NY,11430",-73.7781391,40.6413111
"1368","CIBAR - LADY MENDL'S TEA SALON","56 IRVING PLACE,MANHATTAN NY,10003",-73.9870191,40.7359319
"1369","CIBAO RESTAURANT","72 CLINTON STREET,MANHATTAN NY,10002",-73.984812,40.7191785
"1370","CIBAO RESTAURANT","1542 GATES AVE,BROOKLYN NY,11237",-73.9122668,40.6991957
"1371","CIBAO RESTAURANT","10422 NORTHERN BOULEVARD,QUEENS NY,11368",-73.8637843,40.7574466
"1372","CIBAO","172 SMITH ST,BROOKLYN NY,11201",-73.9912507,40.6858567
"1373","CIAO LAVAZZA CAFE","99 NASSAU STREET,MANHATTAN NY,10038",-74.0077594,40.7104929
"1374","CIAO FOR NOW","521 EAST   12 STREET,MANHATTAN NY,10009",-73.9801762,40.7288018
"1375","CIAO BELLA NAPOLI","257 7 AVENUE,MANHATTAN NY,10001",-73.9946201,40.7450657
"1376","CIAO","178 MULBERRY STREET,MANHATTAN NY,10012",-73.9966246,40.7206564
"1377","CHUTNEY KITCHEN","856 8TH AVE,MANHATTAN NY,10019",-73.9851891,40.7630994
"1378","CHURRASCARIA PLATAFORMA","316 WEST   49 STREET,MANHATTAN NY,10019",-73.9877321,40.7619602
"1379","CHURCH STREET TAVERN","313 CHURCH STREET,MANHATTAN NY,10013",-74.0038734,40.7196809
"1380","CHURCH STREET KITCHEN","178 CHURCH STREET,MANHATTAN NY,10013",-74.0076053,40.7156902
"1381","CHURCH PUBLICK","78 READE ST,MANHATTAN NY,10007",-74.0072035,40.7154284
"1382","Church Cafe Wine Bar","416 CHURCH AVE,BROOKLYN NY,11218",-73.9760518,40.6440417
"1383","CHUNG WAH","2230 PITKIN AVENUE,BROOKLYN NY,11207",-73.8900364,40.6725699
"1384","CHUNG MOO ROLL RICE & DONGAS","3904 UNION STREET,QUEENS NY,11354",-73.8269499,40.7607984
"1385","Chung King","9717 JAMAICA AVE,QUEENS NY,11421",-73.8479918,40.6949137
"1386","CHUNG KI WA RESTAURANT","4006 74 STREET,QUEENS NY,11373",-73.891634,40.746485
"1387","CHUNG HING CHINESE RESTAURANT","157 COURT STREET,BROOKLYN NY,11201",-73.9925161,40.6888377
"1388","CHUNG CHUN KITCHEN","338 MYRTLE AVE,BROOKLYN NY,11205",-73.9730072,40.6931293
"1389","CHUNG CHING CHINESE RESTAURANT","262-66 ALEXANDER AVE,BRONX NY,10454",-73.9247566,40.8102162
"1390","CHUNG -AH RESTAURANT","3538 UNION ST,QUEENS NY,11354",-73.8282729,40.7643832
"1391","CHUKO","552 VANDERBILT AVENUE,BROOKLYN NY,11238",-73.9682324,40.6801337
"1392","CHUI'S GARDEN","13844 84TH DR,QUEENS NY,11435",-73.8180246,40.7091015
"1393","CHUEN HING KITCHEN","12618 101ST AVE,QUEENS NY,11419",-73.819231,40.691586
"1394","CHUCK E. CHEESE'S","4024 COLLEGE POINT BOULEVARD,QUEENS NY,11354",-73.8355756,40.7571146
"1395","CHUCK E. CHEESE'S","1816 EAST GUNHILL ROAD,BRONX NY,10469",-73.8332358,40.8632477
"1396","CHUCK E. CHEESE'S","700 EXTERIOR ST,BRONX NY,10451",-73.9303724,40.8234978
"1397","CHUCK E. CHEESE'S","139 FLATBUSH AVENUE,BROOKLYN NY,11217",-73.9769192,40.6845887
"1398","CHUCK E. CHEESE'S","4818 NORTHERN BOULEVARD,QUEENS NY,11101",-73.9142654,40.7524452
"1399","CHUCK E. CHEESE'S","1775 SOUTH AVENUE,STATEN ISLAND NY,10314",-74.1928099,40.6000765
"1400","CHUCK E. CHEESE'S","280 ST NICHOLAS AVENUE,MANHATTAN NY,10027",-73.9527649,40.8101402
"1401","CHUBBY'S LATIN CUISINE","7021 3RD AVE,BROOKLYN NY,11209",-74.0264194,40.6342257
"1402","CHUBBY BURGERS CHICKEN & PIZZA","2701 21ST ST,QUEENS NY,11102",-73.9260696,40.7718408
"1403","CHUBBY BURGERS & CHICKENS","7504 5TH AVE,BROOKLYN NY,11209",-74.0228816,40.6293776
"1404","CHUBBY BURGERS & CHICKEN","2597 STEINWAY STREET,QUEENS NY,11103",-73.9133359,40.765482
"1405","Chubby Burger","5617 JUNCTION BLVD,QUEENS NY,11373",-73.8659075,40.7368625
"1406","CHU'S GOURMET","82 LIVINGSTON STREET,BROOKLYN NY,11201",-73.9909665,40.6912474
"1407","CHRISTOS STEAKHOUSE","4108 23 AVENUE,QUEENS NY,11105",-73.9072413,40.7703999
"1408","CHRISTOS GYRO & SOUVLAKI","3625 KINGSBRIDGE AVENUE,BRONX NY,10463",-73.9019993,40.884567
"1409","CHRISTOPHER'S PALACE","1258 MYRTLE AVENUE,BROOKLYN NY,11221",-73.926993,40.697699
"1410","CHRISTINE'S RESTAURANT","307 NELSON AVE,STATEN ISLAND NY,10308",-74.1453766,40.5422809
"1411","CHRISTINA'S RESTAURANT","853 MANHATTAN AVENUE,BROOKLYN NY,11222",-73.9540188,40.7291024
"1412","CHRISTIE'S","20 ROCKEFELLER PLAZA,MANHATTAN NY,10020",-73.9799726,40.7586467
"1413","CHRIST COFFEE SHOP & DELI","500 WEST  168 STREET,MANHATTAN NY,10032",-73.9373984,40.8399447
"1414","CHRIS SUPER DELI","903 SHERIDAN AVENUE,BRONX NY,10451",-73.9209911,40.8270836
"1415","CHRIS RESTAURANT","1866 86 STREET,BROOKLYN NY,11214",-74.0012293,40.6061136
"1416","CHRIS CARIBBEAN & AMERICAN RESTAURANT","613 NOSTRAND AVENUE,BROOKLYN NY,11216",-73.9496434,40.6761888
"1417","CHRIS CARIBBEAN & AMERICAN RESTAURANT","576 ROGERS AVE,BROOKLYN NY,11225",-73.953509,40.657768
"1418","CHOZA TAQUERIA","600 11TH AVE,MANHATTAN NY,10036",-73.9967579,40.7623377
"1419","CHOZA TAQUERIA","66 MADISON AVENUE,MANHATTAN NY,10016",-73.9862091,40.7437232
"1420","CHOZA TAQUERIA","100 PARK AVE,MANHATTAN NY,10017",-73.97896,40.751357
"1421","CHOZA","124 MACDOUGAL STREET,MANHATTAN NY,10012",-74.0002677,40.7299197
"1422","CHOYSTER","214 GREENE AVE,BROOKLYN NY,11238",-73.9628142,40.6868615
"1423","CHOW","20503 35TH AVE,QUEENS NY,11361",-73.7826384,40.766916
"1424","CHOTE NAWAB","115 LEXINGTON AVE,MANHATTAN NY,10016",-73.982328,40.7424557
"1425","CHORUS MUSIC STUDIO/ CHORUS KARAOKE LOUNGE BAR","25 WEST   32 STREET,MANHATTAN NY,10001",-73.986776,40.7479292
"1426","CHORSU SAMARKANDA","461 KINGS HIGHWAY,BROOKLYN NY,11223",-73.9727529,40.6044622
"1427","CHOPSTIX RESTAURANT","8405 5 AVENUE,BROOKLYN NY,11209",-74.0252717,40.6225017
"1428","CHOPSTIX","3790 NOSTRAND AVENUE,BROOKLYN NY,11235",-73.9404454,40.591326
"1429","CHOPSTIX","2003 VICTORY BOULEVARD,STATEN ISLAND NY,10314",-74.1304094,40.6127533
"1430","CHOPSTICKS HOUSE","895 HUGUENOT AVENUE,STATEN ISLAND NY,10312",-74.1917571,40.5327722
"1431","CHOPSTICKS","18520 HORACE HARDING EXPY,QUEENS NY,11365",-73.7886434,40.7398386
"1432","CHOPSTICKS","11716 LIBERTY AVENUE,QUEENS NY,11419",-73.8252607,40.6859754
"1433","CHOPSTICK KING & NEW YUMMY CHINESE RESTAURANT","3319 36 AVENUE,QUEENS NY,11106",-73.927344,40.75567
"1434","CHOPSTICK ASIAN CUISINE","9128 CORONA AVE,QUEENS NY,11373",-73.8725573,40.7422828
"1435","CHOPSTICK","884 REMSEN AVE,BROOKLYN NY,11236",-73.9130991,40.6465996
"1436","CHOPPED PARSLEY","500 W 146TH ST,MANHATTAN NY,10031",-73.9474648,40.8259595
"1437","CHOPAN KABAB HOUSE","4327 MAIN ST,QUEENS NY,11355",-73.8260645,40.751886
"1438","CHOP'T","666 3 AVENUE,MANHATTAN NY,10017",-73.9746565,40.7512325
"1439","CHOP'T","1376 3RD AVE,MANHATTAN NY,10075",-73.9579895,40.7738987
"1440","CHOP'T","345 AMSTERDAM AVE,MANHATTAN NY,10024",-73.9795247,40.7814759
"1441","CHOP'T","1460 BROADWAY,MANHATTAN NY,10036",-73.9862093,40.7551055
"1442","CHOP'T","24 EAST   17 STREET,MANHATTAN NY,10003",-73.9909731,40.7372758
"1443","CHOP'T","18 EAST   23 STREET,MANHATTAN NY,10010",-73.988218,40.7406872
"1444","CHOP'T","165 EAST   52 STREET,MANHATTAN NY,10022",-73.9702103,40.7572387
"1445","CHOP'T","60 EAST   56 STREET,MANHATTAN NY,10022",-73.9723189,40.7611766
"1446","CHOP'T","225 LIBERTY ST,MANHATTAN NY,10281",-74.0152654,40.7119835
"1447","CHOP'T","1 NEW YORK PLZ,MANHATTAN NY,10004",-74.0120105,40.7021004
"1448","CHOP'T","100 PARK AVENUE,MANHATTAN NY,10017",-73.97896,40.751357
"1449","CHOP'T","80 PINE STREET,MANHATTAN NY,10005",-74.0068218,40.7061616
"1450","CHOP'T","54 SPRING ST,MANHATTAN NY,10012",-73.996713,40.721875
"1451","CHOP'T","11 WEST   42 STREET,MANHATTAN NY,10036",-73.9818586,40.7541476
"1452","CHOP'T","120 WEST   56 STREET,MANHATTAN NY,10019",-73.97896,40.7640254
"1453","CHOP'T","145 WEST 51 STREET,MANHATTAN NY,10019",-73.9810905,40.7611573
"1454","CHOP-STICK RESTAURANT","7718 21 AVENUE,BRONX NY,11370",-73.8923219,40.770556
"1455","CHOP-N-TOSS CAFE BAR, RED MANGO","2 PENN PLAZA,MANHATTAN NY,10121",-73.9921676,40.7499719
"1456","CHOP T","51 ASTOR PL,MANHATTAN NY,10003",-73.9901293,40.7301366
"1457","CHOP SHOP KITCHEN","41 W 24TH ST,MANHATTAN NY,10010",-73.9911554,40.7433325
"1458","CHOP SHOP","254 10 AVENUE,MANHATTAN NY,10001",-74.0031521,40.7487053
"1459","CHOP CHOP KITCHEN","11520 ROCKAWAY BOULEVARD,QUEENS NY,11420",-73.8032638,40.6745368
"1460","CHOP CHOP","501 WEST  184 STREET,MANHATTAN NY,10033",-73.9297597,40.8502133
"1461","CHOLULITA DELI & RESTAURANT","888 BROADWAY,BROOKLYN NY,11206",-73.937417,40.6979579
"1462","CHOLULA DELI GROCERY","222 WYCKOFF AVENUE,BROOKLYN NY,11237",-73.9141154,40.7009812
"1463","CHOLSUM TIBETAN RESTAURANT","7224 ROOSEVELT AVE,QUEENS NY,11372",-73.8799134,40.7480776
"1464","CHOLE'S RESTAURANT & LOUNGE","9413 AVENUE L,BROOKLYN NY,11236",-73.8973897,40.6376389
"1465","CHOLA","232 E 58TH ST,MANHATTAN NY,10016",-73.965823,40.760159
"1466","CHOKOLAT PATISSERIE","3111 BROADWAY,MANHATTAN NY,10027",-73.9606406,40.8129938
"1467","Choice Market","318 LAFAYETTE AVENUE,BROOKLYN NY,11238",-73.9629548,40.6883363
"1468","CHOICE COOKING COMPANY","294 3 AVENUE,BROOKLYN NY,11215",-73.9865886,40.6770208
"1469","CHOI YUAN","4 BEDFORD PARK BOULEVARD,BRONX NY,10468",-73.8891511,40.872919
"1470","CHOCOLATTE","1354 CONEY ISLAND AVE,BROOKLYN NY,11230",-73.9652806,40.6244679
"1471","CHOCOLATTE","792 EASTERN PARKWAY,BROOKLYN NY,11213",-73.9419671,40.6688912
"1472","CHOCOLATE WORKS","110 MONTAGUE ST,BROOKLYN NY,11201",-73.9951058,40.6948273
"1473","CHOCOLAT","2217 FREDERICK DOUGLASS BOULEVARD,MANHATTAN NY,10026",-73.9539472,40.8069256
"1474","CHOCNYC BAKERY","4996 BROADWAY,MANHATTAN NY,10034",-73.9184737,40.8682113
"1475","CHOCK FULL O' NUTS","1611 AVENUE M,BROOKLYN NY,11230",-73.958768,40.6183915
"1476","CHOCK FULL O' NUTS","1949 RICHMOND AVE,STATEN ISLAND NY,10314",-74.1624641,40.6005282
"1477","CHOCK FULL O' NUTS","985 RICHMOND AVENUE,STATEN ISLAND NY,10314",-74.1484414,40.6234845
"1478","CHOBANI SOHO","150 PRINCE STREET,MANHATTAN NY,10012",-74.0011515,40.7257961
"1479","CHO-SEN GARDEN","6443 108 STREET,QUEENS NY,11375",-73.8487275,40.7319556
"1480","CHO-KO RESTAURANT","59 1ST AVE,MANHATTAN NY,10003",-73.9874119,40.7251305
"1481","CHO DANG GOL","55 WEST   35 STREET,MANHATTAN NY,10001",-73.9863524,40.7502718
"1482","CHO CHO SAN JAPANESE RESTAURANT","15 WEST    8 STREET,MANHATTAN NY,10011",-73.9971672,40.7328969
"1483","CHLOE'S SOFT SERVE FRUIT CO.","25 EAST   17 STREET,MANHATTAN NY,10003",-73.9906438,40.7373777
"1484","CHIVE BLOSSOM","394 BEDFORD AVE,BROOKLYN NY,11249",-73.9638642,40.7107768
"1485","CHIU HONG BAKERY","161 MOTT STREET,MANHATTAN NY,10013",-73.9965239,40.719646
"1486","CHISAI SUSHI BAR","569 LINCOLN PL,BROOKLYN NY,11238",-73.9578168,40.6715741
"1487","CHIRPING CHICKEN","1219 1ST AVENUE,MANHATTAN NY,10065",-73.9591949,40.763969
"1488","CHIRPING CHICKEN","355 AMSTERDAM AVENUE,MANHATTAN NY,10024",-73.979046,40.781586
"1489","CHIRPING CHICKEN","3048 BUHRE AVENUE,BRONX NY,10461",-73.8308192,40.8473454
"1490","CHIRPING CHICKEN","940 COLUMBUS AVE,MANHATTAN NY,10025",-73.963059,40.799521
"1491","CHIRPING CHICKEN","0 GRAND CENTRAL TRML LOWER,MANHATTAN NY,10017",-73.9697795,40.7519846
"1492","CHIQUITITA MEXICAN GRILL","8321 5 AVENUE,BROOKLYN NY,11209",-74.0251118,40.6228991
"1493","CHIQUITA'S RESTAURANT","6059 MYRTLE AVENUE,QUEENS NY,11385",-73.8909051,40.7011155
"1494","CHIQUI CAFE","24617 JAMAICA AVENUE,QUEENS NY,11426",-73.7219111,40.7251398
"1495","CHIPTOLE MEXICAN GRILL #2407","1325 KINGS HWY,BROOKLYN NY,11229",-73.9593719,40.6085437
"1496","CHIPOTLE MEXICAN GRILL #2534","1400 BROADWAY,MANHATTAN NY,10018",-73.98669,40.752877
"1497","CHIPOTLE MEXICAN GRILL","286 1ST AVE,MANHATTAN NY,10009",-73.9808658,40.732991
"1498","CHIPOTLE MEXICAN GRILL","1288-1290 1ST AVENUE,MANHATTAN NY,10021",-73.9569225,40.7660774
"1499","CHIPOTLE MEXICAN GRILL","604 2 AVENUE,MANHATTAN NY,10016",-73.9757918,40.744214
"1500","CHIPOTLE MEXICAN GRILL","1153 3 AVENUE,MANHATTAN NY,10065",-73.9624664,40.7666592
"1501","CHIPOTLE MEXICAN GRILL","1497 3 AVENUE,MANHATTAN NY,10028",-73.9544511,40.7776732
"1502","CHIPOTLE MEXICAN GRILL","1020 3RD AVE,MANHATTAN NY,10065",-73.9661753,40.7626618
"1503","CHIPOTLE MEXICAN GRILL","4760 3RD AVE,BRONX NY,10451",-73.8909313,40.8603254
"1504","CHIPOTLE MEXICAN GRILL","906 3RD AVE,MANHATTAN NY,10022",-73.9689889,40.7588395
"1505","CHIPOTLE MEXICAN GRILL","350 5 AVENUE,MANHATTAN NY,10118",-73.9854246,40.7484799
"1506","CHIPOTLE MEXICAN GRILL","234 5TH AVE,MANHATTAN NY,10001",-73.988027,40.7443631
"1507","CHIPOTLE MEXICAN GRILL","1221 6 AVENUE,MANHATTAN NY,10020",-73.98222,40.7594099
"1508","CHIPOTLE MEXICAN GRILL","1379 6 AVENUE,MANHATTAN NY,10019",-73.9780536,40.7636247
"1509","CHIPOTLE MEXICAN GRILL","405 6 AVENUE,MANHATTAN NY,10014",-73.9999501,40.7335998
"1510","CHIPOTLE MEXICAN GRILL","680 6 AVENUE,MANHATTAN NY,10010",-73.9932791,40.741702
"1511","CHIPOTLE MEXICAN GRILL","504 6TH AVE,MANHATTAN NY,10011",-73.9971004,40.7364391
"1512","CHIPOTLE MEXICAN GRILL","283 7 AVENUE,MANHATTAN NY,10001",-73.9939535,40.7460757
"1513","CHIPOTLE MEXICAN GRILL","501 7 AVENUE,MANHATTAN NY,10018",-73.9888134,40.7529652
"1514","CHIPOTLE MEXICAN GRILL","149 8 AVENUE,MANHATTAN NY,10011",-74.0012227,40.742048
"1515","CHIPOTLE MEXICAN GRILL","854 8 AVENUE,MANHATTAN NY,10019",-73.9852664,40.7630794
"1516","CHIPOTLE MEXICAN GRILL","463 86TH ST,BROOKLYN NY,11209",-74.0266829,40.6220637
"1517","CHIPOTLE MEXICAN GRILL","620 9 AVENUE,MANHATTAN NY,10036",-73.9915288,40.7594973
"1518","CHIPOTLE MEXICAN GRILL","269 AMSTERDAM AVENUE,MANHATTAN NY,10023",-73.9810892,40.7789507
"1519","CHIPOTLE MEXICAN GRILL","7030 AUSTIN STREET,QUEENS NY,11375",-73.8459386,40.7203334
"1520","CHIPOTLE MEXICAN GRILL","5102 AVENUE U,BROOKLYN NY,11234",-73.9216133,40.6098192
"1521","CHIPOTLE MEXICAN GRILL","2 BROADWAY,MANHATTAN NY,10004",-74.0130866,40.7045399
"1522","CHIPOTLE MEXICAN GRILL","2298 BROADWAY,MANHATTAN NY,10024",-73.977863,40.786191
"1523","CHIPOTLE MEXICAN GRILL","281 BROADWAY,MANHATTAN NY,10007",-74.006366,40.7145348
"1524","CHIPOTLE MEXICAN GRILL","2843 BROADWAY,MANHATTAN NY,10025",-73.9667671,40.804585
"1525","CHIPOTLE MEXICAN GRILL","4009 BROADWAY,MANHATTAN NY,10032",-73.9398534,40.8415293
"1526","CHIPOTLE MEXICAN GRILL","625 BROADWAY,MANHATTAN NY,10012",-73.9965388,40.7260521
"1527","CHIPOTLE MEXICAN GRILL","864 BROADWAY,MANHATTAN NY,10003",-73.9899484,40.737314
"1528","CHIPOTLE MEXICAN GRILL","805 COLUMBUS AVE,MANHATTAN NY,10025",-73.9656124,40.7949704
"1529","CHIPOTLE MEXICAN GRILL","140 COURT STREET,BROOKLYN NY,11201",-73.9928429,40.6892376
"1530","CHIPOTLE MEXICAN GRILL","55 EAST    8 STREET,MANHATTAN NY,10003",-73.9934292,40.7311439
"1531","CHIPOTLE MEXICAN GRILL","117 EAST   14 STREET,MANHATTAN NY,10003",-73.9889492,40.7342618
"1532","CHIPOTLE MEXICAN GRILL","125 EAST   23 STREET,MANHATTAN NY,10010",-73.9850807,40.7399188
"1533","CHIPOTLE MEXICAN GRILL","150 EAST   44 STREET,MANHATTAN NY,10017",-73.9742299,40.7521442
"1534","CHIPOTLE MEXICAN GRILL","150 EAST   52 STREET,MANHATTAN NY,10022",-73.9707321,40.7571765
"1535","CHIPOTLE MEXICAN GRILL","101 FULTON STREET,MANHATTAN NY,10038",-74.0063856,40.7098573
"1536","CHIPOTLE MEXICAN GRILL","275 GREENWICH STREET,MANHATTAN NY,10007",-74.0108719,40.7151628
"1537","CHIPOTLE MEXICAN GRILL","25465 HORACE HARDING EXPY,QUEENS NY,11362",-73.7254641,40.7653419
"1538","CHIPOTLE MEXICAN GRILL","815 HUTCHINSON RIVER PKWY,BRONX NY,10465",-73.8374427,40.8236031
"1539","CHIPOTLE MEXICAN GRILL","274 MADISON AVENUE,MANHATTAN NY,10016",-73.9807223,40.7514363
"1540","CHIPOTLE MEXICAN GRILL","100 MAIDEN LANE,MANHATTAN NY,10038",-74.0071571,40.7066721
"1541","CHIPOTLE MEXICAN GRILL","1 METROTECH CTR,BROOKLYN NY,11201",-73.9866629,40.6932681
"1542","CHIPOTLE MEXICAN GRILL","185 MONTAGUE STREET,BROOKLYN NY,11201",-73.9918147,40.6943446
"1543","CHIPOTLE MEXICAN GRILL","394 MYRTLE AVE,BROOKLYN NY,11205",-73.9701298,40.6929472
"1544","CHIPOTLE MEXICAN GRILL","1 NEW YORK PLZ,MANHATTAN NY,10004",-74.0120105,40.7021004
"1545","CHIPOTLE MEXICAN GRILL","8710 NORTHERN BLVD,QUEENS NY,11372",-73.8802204,40.755855
"1546","CHIPOTLE MEXICAN GRILL","320 PARK AVENUE,MANHATTAN NY,10022",-73.9742188,40.757672
"1547","CHIPOTLE MEXICAN GRILL","464 PARK AVENUE SOUTH,MANHATTAN NY,10016",-73.9828726,40.7454761
"1548","CHIPOTLE MEXICAN GRILL","9015 QUEENS BOULEVARD,QUEENS NY,11373",-73.8705157,40.7344654
"1549","CHIPOTLE MEXICAN GRILL","325 S END AVE,MANHATTAN NY,10280",-74.0161923,40.710754
"1550","CHIPOTLE MEXICAN GRILL","71 SPRING STREET,MANHATTAN NY,10012",-73.997427,40.722675
"1551","CHIPOTLE MEXICAN GRILL","19 ST MARKS PLACE,MANHATTAN NY,10003",-73.988647,40.7291773
"1552","CHIPOTLE MEXICAN GRILL","88 UNIVERSITY PL AKA 24 E 12TH ST,MANHATTAN NY,10003",-73.9933838,40.733819
"1553","CHIPOTLE MEXICAN GRILL","200 VARICK STREET,MANHATTAN NY,10014",-74.0047202,40.7282099
"1554","CHIPOTLE MEXICAN GRILL","193 W 237TH ST,BRONX NY,10463",-73.8999482,40.884355
"1555","CHIPOTLE MEXICAN GRILL","28 W 40TH ST,MANHATTAN NY,10018",-73.9834509,40.7527127
"1556","CHIPOTLE MEXICAN GRILL","304 WEST   34 STREET,MANHATTAN NY,10001",-73.9944853,40.7522148
"1557","CHIPOTLE MEXICAN GRILL","9 WEST   42 STREET,MANHATTAN NY,10036",-73.9813838,40.7540452
"1558","CHIPOTLE MEXICAN GRILL","25 WEST   45 STREET,MANHATTAN NY,10036",-73.9806861,40.7561529
